P19 31 74 61 67 61 11 41 42 60 6 97 47 55 34 30 75 89 81 12 91 41 84 1 93 39 8 14 46 38 24 96 64 67 51 18 19 17 9 8 96 87 46 97 71 79 61 13 61 82 40 17 12 10 99 54 45 33 78 10 34 94 88 9 93 18 32 28 21 22 77 48 81 2 99 99 71 97 85 18 22 48 84 22 82 91 49 90 12 59 71 63 47 74 77 65 40 93 48 75 67
P20 63 24 87 11 10 71 84 82 67 12 40 33 35 59 52 20 99 36 78 73 68 30 9 44 51 68 43 51 84 64 51 50 19 64 81 85 2 0 9 90 87 30 89 13 21 67 88 65 27 34 66 54 38 5 87 81 8 62 96 83 39 41 19 27 33 60 68 86 75 81 31 38 61 61 70 97 66 2 27 50 32 37 2 8 88 34 85 31 86 70 13 68 48 29 26 94 75 61 8 36
P21 5 2 9 7 49 37 66 27 74 96 31 97 97 29 31 27 24 77 43 17 24 32 5 98 26 76 61 65 80 89 96 81 99 70 2 95 57 81 0 94 76 61 91 25 10 86 77 71 70 56 96 1 56 32 68 70 0 95 24 16 13 75 89 6 90 74 11 87 22 22 73 8 94 74 50 30 71 97 77 63 92 51 45 23 17 80 37 2 94 35 97 82 8 83 40 17 27 67 84 77
P22 51 66 21 79 62 48 96 76 33 24 93 50 64 84 26 46 88 66 43 29 45 42 9 30 94 22 22 76 57 99 28 53 52 31 93 23 9 65 92 57 52 75 43 62 90 42 44 16 55 15 56 56 98 36 80 50 26 56 99 38 71 47 1 84 71 24 66 36 53 37 90 55 42 64 31 72 98 77 44 83 19 2 84 3 39 30 57 61 62 75 4 81 76 45 49 92 56 79 46 41
P23 47 76 85 83 87 44 52 18 22 72 14 89 94 57 8 78 69 38 86 44 99 67 49 54 39 59 66 76 58 54 74 89 61 9 36 6 22 87 63 49 80 65 7 2 87 85 68 81 80 6 72 15 98 78 23 81 72 0 40 35 87 53 60 26 53 24 23 76 3 47 83 84 91 27 25 25 0 68 65 3 99 55 74 27 77 48 3 36 40 87 47 21 99 52 88 47 18 2 76 28
P24 28 12 20 58 69 16 60 7 5 50 1 37 73 69 84 3 96 63 67 16 89 22 46 68 94 50 86 80 70 94 60 75 28 80 99 95 29 30 41 82 55 2 15 70 3 53 36 46 36 21 29 56 81 54 50 97 64 93 97 91 10 55 54 18 94 37 48 65 24 30 77 40 51 75 54 77 37 1 0 67 33 94 92 35 31 64 22 72 9 12 72 33 22 9 18 25 8 13 33 10
P25 11 27 78 17 58 16 17 17 59 93 67 72 3 83 35 93 87 51 81 92 70 29 52 67 90 77 41 73 16 46 32 15 15 9 95 75 32 22 8 89 32 49 30 77 54 82 68 87 32 70 50 81 94 31 78 56 88 39 84 94 7 22 74 99 65 70 95 16 44 65 23 99 63 23 10 30 63 98 64 71 24 99 53 59 47 60 23 20 44 8 78 58 74 36 49 11 93 17 33 69
P26 24 23 1 38 27 28 93 20 62 74 48 30 16 90 80 5 90 88 62 22 25 78 24 14 20 50 12 89 61 63 1 2 28 7 8 68 33 43 5 33 89 38 43 11 74 13 91 4 41 80 94 75 20 57 48 98 39 42 98 96 47 67 89 51 13 14 17 43 39 81 38 4 74 76 88 39 10 47 98 56 29 89 21 59 91 28 80 87 55 76 54 42 42 8 55 36 27 83 75 17
P27 35 98 31 81 88 78 33 73 98 27 19 52 33 28 56 77 12 65 77 62 37 59 74 31 48 59 48 75 16 97 19 76 38 76 10 83 3 94 37 0 12 40 18 52 54 48 47 2 62 96 66 60 78 85 43 21 54 65 10 6 37 76 77 47 45 24 84 76 7 66 12 90 48 68 97 99 39 4 60 53 91 57 26 49 82 55 67 37 28 58 30 69 95 5 14 19 86 24 92 88
P28 98 18 63 0 51 30 25 81 59 53 13 99 92 14 57 55 91 97 14 16 62 92 44 65 75 4 53 26 56 87 72 50 7 56 97 98 69 99 59 72 44 38 46 32 86 18 77 9 21 80 30 37 91 44 93 11 24 10 86 63 22 1 13 13 69 79 39 33 14 77 83 2 11 95 11 17 43 32 43 76 75 66 66 76 15 66 59 90 86 6 42 98 14 67 55 9 37 93 33 87
P29 55 18 95 9 59 82 34 83 49 53 3 36 3 71 69 43 20 87 86 60 48 12 15 20 82 66 23 15 31 49 2 2 19 32 54 52 71 25 23 60 87 29 74 28 21 15 92 18 78 46 2 54 44 50 25 82 29 76 15 76 76 65 83 2 87 68 41 89 78 10 16 9 88 36 7 77 41 70 61 78 18 86 18 18 45 49 93 5 77 96 75 95 47 37 11 0 86 78 39 95
P30 25 86 47 33 1 83 85 20 7 30 7 22 93 26 20 56 11 89 23 97 82 32 72 61 30 10 66 96 66 54 72 23 1 49 72 60 24 13 71 37 28 84 77 95 93 43 88 31 70 95 48 24 67 60 42 35 3 45 46 66 8 69 26 65 63 41 33 65 84 86 55 43 43 25 96 38 79 37 31 50 91 74 51 30 5 67 90 37 44 79 19 6 40 19 61 74 82 19 77 86
P31 20 35 63 50 17 31 30 73 46 92 85 75 37 15 77 77 33 46 69 14 53 19 36 84 78 31 72 52 33 93 12 55 29 61 13 70 14 16 50 77 43 79 14 89 50 84 2 47 50 86 75 63 40 96 87 66 98 76 74 42 93 32 2 24 17 34 91 86 91 7 87 60 69 27 47 66 40 33 13 49 84 43 42 88 48 5 72 93 2 76 57 73 39 90 86 23 71 99 31 42
P32 51 74 23 10 28 73 65 42 92 72 70 60 10 11 34 94 29 82 65 55 66 5 60 74 2 98 18 36 89 57 46 11 98 41 21 30 71 29 7 86 82 52 12 7 13 55 83 35 95 16 36 76 71 88 68 40 10 92 0 20 52 76 54 33 67 24 79 41 84 4 70 23 39 74 46 83 27 40 3 37 24 5 81 45 78 68 46 95 38 76 66 34 46 21 46 22 49 55 88 50
P33 41 71 64 28 82 74 41 60 91 24 86 1 98 5 26 97 24 60 42 99 6 95 16 27 89 64 34 47 78 32 88 39 64 26 83 69 23 40 24 39 90 48 68 54 11 20 81 51 81 91 66 14 42 50 7 49 48 75 86 75 41 61 54 16 67 79 22 39 62 34 67 63 90 82 2 61 93 47 49 23 77 59 23 40 23 41 96 9 61 26 91 8 22 36 88 37 52 0 33 61
P34 40 78 18 42 37 37 65 36 32 24 35 77 60 26 18 76 19 33 22 22 17 54 91 53 68 16 96 27 14 28 42 47 94 70 37 3 6 65 34 72 41 15 92 4 0 75 5 25 98 82 27 64 57 19 55 73 17 64 45 13 83 75 95 76 67 38 34 48 8 65 12 2 61 34 89 83 25 22 56 39 38 5 36 25 96 57 39 85 52 46 61 80 27 49 16 28 93 51 41 90
P35 46 41 83 26 99 48 73 49 19 55 90 89 39 74 17 40 89 91 77 42 52 47 61 38 9 71 47 60 22 5 78 42 20 12 97 69 67 77 87 97 78 72 94 14 91 17 61 12 10 91 36 98 92 68 48 11 21 28 43 46 88 22 70 75 34 70 76 70 5 18 7 47 87 16 81 52 24 58 68 47 91 35 2 99 19 16 72 57 80 66 98 82 34 64 12 23 69 94 57 64
P36 79 48 89 74 27 84 47 6 20 70 30 73 40 37 71 20 16 89 59 27 67 33 15 15 55 97 54 0 93 55 25 50 98 85 36 57 51 94 77 52 93 22 56 0 64 22 24 64 50 38 34 45 60 89 42 23 90 91 51 1 10 77 74 33 23 59 90 45 77 57 74 85 46 4 21 34 25 71 19 67 82 62 82 90 8 50 43 40 33 14 10 80 76 40 83 15 67 60 68 38
P37 96 59 80 43 69 76 62 19 51 89 45 80 56 19 54 2 5 93 51 38 55 80 25 56 82 15 30 5 53 57 48 68 40 58 89 68 30 45 1 62 66 74 20 21 27 99 12 71 71 59 54 11 65 61 5 47 44 38 50 61 79 87 16 95 10 64 68 34 12 91 59 31 70 15 22 14 8 87 11 75 89 10 83 93 49 74 68 66 83 81 97 87 96 11 97 49 86 56 84 55
P38 43 14 30 13 99 84 14 5 29 76 86 1 41 46 41 17 69 94 8 32 84 13 42 94 73 7 97 84 97 98 56 30 16 7 10 52 56 90 1 23 5 15 5 60 99 50 51 21 72 63 0 93 68 39 47 99 81 57 89 50 90 40 61 44 75 10 52 16 25 56 13 58 0 65 32 40 21 13 65 89 28 88 58 97 45 90 79 54 94 28 30 17 70 94 92 33 95 6 77 15
P39 97 37 44 78 40 90 91 19 45 94 64 92 78 63 40 39 52 6 67 17 47 18 85 59 69 25 81 92 16 24 49 47 56 59 67 65 17 98 7 72 44 84 62 72 28 42 23 10 27 47 20 79 19 2 83 39 65 55 31 99 55 31 24 76 5 74 56 10 93 57 0 71 17 55 98 91 8 34 23 33 14 46 8 83 13 83 3 1 66 22 68 40 26 76 91 84 84 5 52 1
P40 6 13 79 99 28 54 31 98 72 32 61 36 36 18 48 77 25 85 6 61 21 88 28 65 2 66 49 26 16 18 24 76 69 1 77 31 39 27 18 78 16 96 8 82 14 98 10 63 11 34 83 49 55 30 38 74 71 82 15 58 12 71 39 2 54 63 28 78 33 2 9 10 11 51 18 76 80 80 71 68 76 75 96 85 27 7 46 85 59 57 26 53 42 83 33 49 45 15 65 26
P41 91 76 70 19 15 10 26 50 76 30 46 88 31 25 17 13 44 94 55 31 53 8 55 34 60 82 50 23 37 71 66 43 2 16 74 89 62 38 54 57 50 56 62 69 27 20 85 49 88 6 13 99 46 9 17 10 15 18 96 77 22 45 70 31 65 14 94 59 71 22 50 53 25 45 56 59 9 36 23 59 80 16 3 54 7 93 51 39 32 64 88 7 77 98 28 5 28 79 55 25
P42 48 31 93 99 24 16 84 91 2 10 57 13 98 91 85 33 99 86 12 50 54 32 31 58 44 70 94 61 34 61 26 0 57 52 55 93 36 9 42 9 93 64 38 93 59 81 8 7 82 23 42 44 50 60 66 27 64 55 20 80 73 77 77 32 30 15 26 82 57 44 34 74 59 92 91 41 73 98 58 49 41 59 75 0 57 77 46 22 97 14 62 29 97 38 70 69 54 59 3 55
P43 77 55 83 26 88 5 40 41 99 0 18 29 51 31 51 96 24 44 1 34 87 64 70 88 41 96 42 4 53 89 2 7 83 71 31 30 25 14 80 11 44 30 57 34 10 55 92 88 74 30 49 44 57 20 17 81 94 78 78 91 63 51 69 14 43 3 8 85 76 70 88 35 7 88 42 47 89 51 93 66 22 90 80 90 0 85 69 98 23 45 57 28 36 27 8 92 86 92 12 26
P44 35 13 26 84 78 40 7 28 15 15 9 15 36 7 97 61 82 34 16 35 65 68 72 28 44 62 89 2 54 13 13 57 96 75 93 35 18 35 0 17 79 96 98 38 42 10 61 2 3 17 32 13 45 35 18 82 38 78 7 0 25 5 5 93 39 1 52 94 75 46 72 59 10 11 0 68 93 89 68 38 77 24 20 72 28 70 61 43 39 21 75 16 9 89 34 68 47 17 23 78
P45 4 91 61 89 72 4 32 58 83 72 2 19 13 3 49 24 14 82 62 77 90 31 89 66 92 76 94 48 1 31 38 70 53 89 36 71 47 33 61 10 49 39 18 24 98 63 28 62 13 38 41 72 83 15 7 11 99 86 50 49 78 14 44 94 46 20 14 8 92 86 80 52 34 21 65 29 87 58 32 0 12 82 19 57 15 26 35 84 52 59 82 28 80 88 68 57 59 55 32 96
P46 54 84 35 5 58 34 90 12 51 85 68 85 63 15 60 25 64 7 57 79 20 29 26 19 85 24 40 8 37 65 44 96 70 27 9 99 35 49 28 70 66 13 3 52 54 90 35 47 69 1 38 25 45 48 94 35 6 50 33 36 52 32 63 90 1 32 60 80 18 80 16 4 70 26 83 8 53 29 46 38 29 48 79 87 24 90 64 11 61 10 69 79 54 55 17 87 35 79 98 46
P47 36 27 58 88 15 86 37 95 29 31 7 57 71 6 17 63 96 8 59 3 60 76 88 4 95 12 23 46 40 65 43 21 36 32 82 31 15 82 30 77 38 35 61 8 7 11 26 24 51 92 83 76 74 9 73 61 18 38 21 7 58 31 98 87 73 26 79 79 58 63 9 33 7 85 6 61 56 31 50 12 96 98 39 47 32 71 53 19 23 80 15 16 17 38 23 49 21 6 32 10
P48 47 1 65 82 41 79 37 53 33 1 39 47 2 83 61 84 25 11 75 37 68 46 24 92 74 90 46 40 93 66 32 45 9 43 8 89 6 30 22 5 34 35 24 94 39 85 81 27 82 72 41 94 82 38 93 28 69 2 69 68 45 1 4 85 76 2 40 71 97 82 82 64 85 98 92 0 41 99 87 9 14 68 71 71 16 5 10 27 41 12 52 63 43 19 59 32 67 77 92 52
P49 11 3 40 9 95 4 47 43 40 33 34 10 76 23 32 64 42 6 20 98 52 8 85 50 29 24 73 99 80 1 36 95 3 61 92 95 2 8 37 67 93 42 57 31 31 45 92 76 11 40 21 66 52 9 59 69 27 52 33 16 90 21 72 52 76 4 36 90 57 84 52 81 77 34 75 71 47 13 34 39 2 82 75 51 63 30 2 90 64 52 73 40 29 33 86 79 46 33 13 74
P50 86 10 34 22 63 69 7 57 57 80 85 96 60 68 72 0 90 25 43 78 37 33 19 77 46 5 56 79 27 91 31 20 8 31 24 28 44 93 87 42 36 90 58 42 13 27 8 54 7 88 90 69 97 55 48 66 37 3 4 66 0 22 1 72 73 13 78 74 33 51 19 35 17 28 47 93 48 72 39 96 39 64 36 7 20 36 81 25 78 29 25 35 68 50 69 22 89 39 82 8
P51 91 25 27 91 42 79 70 3 30 50 84 63 56 12 77 40 96 50 73 51 65 51 89 63 21 11 25 15 16 21 66 69 14 66 22 23 43 71 5 72 80 62 17 65 36 82 90 24 45 90 67 84 21 41 87 43 96 3 37 54 83 30 91 26 34 16 60 77 3 11 84 63 46 55 32 51 85 52 5 15 23 47 81 65 88 41 33 82 76 84 8 94 38 66 63 10 81 62 0 76
P52 91 13 84 73 36 15 16 58 80 90 1 15 24 30 78 84 22 36 82 33 78 93 76 91 52 8 74 98 65 70 61 25 96 85 20 95 89 79 95 73 95 68 79 73 10 18 34 69 32 84 69 73 56 45 59 90 97 62 68 71 37 18 81 91 69 13 23 20 8 3 38 23 39 71 74 97 77 93 20 87 17 89 20 68 5 45 60 91 79 98 72 42 25 81 85 44 93 40 29 29
P53 53 55 24 58 22 62 92 89 96 90 36 66 63 6 6 84 20 88 22 33 26 44 43 97 39 2 83 64 34 4 72 52 14 95 46 54 24 76 12 92 35 90 9 59 2 26 46 93 84 23 16 83 42 45 48 35 45 82 56 33 6 91 41 39 68 43 43 42 16 82 68 21 37 83 2 80 74 55 66 47 31 70 6 84 92 6 69 17 47 55 14 94 20 11 0 37 85 70 96 5
P54 63 1 45 65 29 3 28 11 5 80 42 50 73 76 10 24 45 59 27 91 91 10 24 78 2 71 95 6 13 93 97 35 37 9 94 67 39 24 25 53 20 80 83 82 23 75 3 66 15 2 44 69 96 71 22 64 46 14 68 37 32 49 92 78 65 99 34 15 59 83 43 72 33 65 29 0 80 75 16 62 24 38 62 20 24 80 51 44 37 88 62 37 67 51 28 92 80 98 0 60
P55 80 30 16 99 66 77 96 73 31 19 39 53 34 92 8 45 42 58 66 87 75 45 56 31 82 69 89 72 92 10 45 56 35 88 41 67 86 18 96 72 81 8 73 42 36 2 60 62 55 52 87 74 54 14 17 95 67 41 85 65 61 9 75 2 95 61 50 7 27 42 42 41 34 71 74 13 1 64 16 34 57 76 5 31 59 90 19 38 58 67 46 70 57 16 91 88 5 12 70 17
P56 48 59 10 49 23 89 98 21 54 17 29 65 46 19 79 44 43 80 91 64 39 60 36 22 50 88 55 27 76 85 80 63 78 2 97 90 39 40 79 19 30 4 88 3 92 42 96 42 89 62 24 18 79 62 32 35 17 14 75 6 76 7 92 3 45 93 30 95 55 63 32 30 71 66 46 25 84 52 19 94 33 97 7 37 53 88 57 77 55 61 25 86 59 26 88 93 97 62 21 6
P57 34 76 61 31 82 73 68 32 71 29 63 4 76 73 51 43 69 21 72 0 81 95 73 3 82 0 88 77 88 73 94 0 57 95 40 37 31 10 1 75 91 52 56 98 71 18 48 70 42 25 42 5 5 93 89 74 22 24 77 30 68 86 92 30 56 92 14 0 35 79 55 67 73 26 36 16 44 88 45 45 44 2 71 97 24 42 3 17 69 58 74 31 90 96 48 83 36 3 43 10
P58 19 7 6 33 61 79 35 51 22 3 88 46 22 93 66 54 9 28 23 42 37 43 64 6 90 88 62 70 70 38 80 27 43 54 44 3 84 99 42 74 58 93 46 80 28 22 60 95 16 10 66 90 61 39 59 16 78 29 65 15 8 48 89 74 46 88 54 81 16 48 27 82 31 28 47 40 58 60 62 74 23 41 61 8 58 51 29 48 11 27 31 41 54 56 46 36 17 49 38 74
P59 72 90 96 51 39 75 79 54 84 0 49 99 65 74 43 60 23 50 3 88 48 83 28 25 34 49 25 90 28 61 8 17 81 6 30 61 20 77 88 32 77 36 52 22 43 21 82 57 98 62 74 64 45 89 47 17 39 1 32 17 48 65 72 23 25 12 68 83 68 65 93 29 91 23 97 58 10 41 8 7 45 48 97 92 64 11 24 19 89 90 83 0 59 50 83 79 55 78 10 24
P60 13 36 14 1 80 6 12 37 4 4 43 94 10 11 61 5 10 29 54 33 10 64 43 63 38 40 60 51 72 47 68 89 93 63 13 44 74 97 38 10 53 68 91 37 92 72 69 61 23 67 77 97 14 30 84 42 45 68 63 20 22 26 10 80 34 60 35 13 32 46 43 52 54 71 68 38 20 8 6 62 41 22 91 41 47 82 50 33 46 26 20 97 85 8 75 91 59 15 91 73
